013,Wyndham Championship,2012,21209,3,66,0,1,0,752
013,Wyndham Championship,2012,23135,3,67,0,T2,0,752
013,Wyndham Championship,2012,34021,3,66,0,T2,0,752
013,Wyndham Championship,2012,12510,3,65,0,T10,0,752
013,Wyndham Championship,2012,25345,3,68,0,T4,0,752
013,Wyndham Championship,2012,25632,3,71,1,T7,0,752
013,Wyndham Championship,2012,23452,3,69,0,T17,0,752
013,Wyndham Championship,2012,24924,3,67,0,T10,0,752
013,Wyndham Championship,2012,25686,3,63,0,T4,0,752
013,Wyndham Championship,2012,34099,3,68,0,T4,0,752
013,Wyndham Championship,2012,01706,3,66,0,T7,0,752
013,Wyndham Championship,2012,27120,3,68,0,T10,0,752
013,Wyndham Championship,2012,27933,3,67,0,T22,0,752
013,Wyndham Championship,2012,23638,3,67,0,T27,0,752
013,Wyndham Championship,2012,28307,3,68,0,T7,0,752
013,Wyndham Championship,2012,35139,3,65,0,T10,0,752
013,Wyndham Championship,2012,26331,3,66,0,T17,0,752
013,Wyndham Championship,2012,30692,3,67,0,T17,0,752
013,Wyndham Championship,2012,32698,3,65,0,T17,0,752
013,Wyndham Championship,2012,34174,3,69,0,T27,0,752
013,Wyndham Championship,2012,10860,3,64,0,T10,0,752
013,Wyndham Championship,2012,20848,3,66,0,T33,0,752
013,Wyndham Championship,2012,30926,3,69,0,T33,0,752
013,Wyndham Championship,2012,27436,3,67,0,T27,0,752
013,Wyndham Championship,2012,22378,3,68,0,T27,0,752
013,Wyndham Championship,2012,01797,3,68,0,T27,0,752
013,Wyndham Championship,2012,29221,3,71,1,T10,0,752
013,Wyndham Championship,2012,12782,3,67,0,T33,0,752
013,Wyndham Championship,2012,20572,3,70,0,T33,0,752
013,Wyndham Championship,2012,27649,3,68,0,T22,0,752
013,Wyndham Championship,2012,35450,3,66,0,T33,0,752
013,Wyndham Championship,2012,28455,3,65,0,T10,0,752
013,Wyndham Championship,2012,21961,3,71,1,T53,0,752
013,Wyndham Championship,2012,22293,3,67,0,T22,0,752
013,Wyndham Championship,2012,22582,3,68,0,T33,0,752
013,Wyndham Championship,2012,27095,3,70,0,T41,0,752
013,Wyndham Championship,2012,23204,3,67,0,T33,0,752
013,Wyndham Championship,2012,33122,3,69,0,T41,0,752
013,Wyndham Championship,2012,26596,3,68,0,T53,0,752
013,Wyndham Championship,2012,28475,3,67,0,T41,0,752
013,Wyndham Championship,2012,25240,3,67,0,T27,0,752
013,Wyndham Championship,2012,29476,3,66,0,T41,0,752
013,Wyndham Championship,2012,27214,3,68,0,T22,0,752
013,Wyndham Championship,2012,27330,3,69,0,T53,0,752
013,Wyndham Championship,2012,24663,3,69,0,T41,0,752
013,Wyndham Championship,2012,29420,3,66,0,T22,0,752
013,Wyndham Championship,2012,29478,3,70,0,T65,0,752
013,Wyndham Championship,2012,22348,3,67,0,T49,0,752
013,Wyndham Championship,2012,26679,3,68,0,T49,0,752
013,Wyndham Championship,2012,25369,3,71,1,T41,0,752
013,Wyndham Championship,2012,30750,3,68,0,T17,0,752
013,Wyndham Championship,2012,08075,3,69,0,T61,0,752
013,Wyndham Championship,2012,10213,3,67,0,T33,0,752
013,Wyndham Championship,2012,25457,3,69,0,T41,0,752
013,Wyndham Championship,2012,27895,3,67,0,T49,0,752
013,Wyndham Championship,2012,27797,3,70,0,T53,0,752
013,Wyndham Championship,2012,22961,3,73,3,T53,0,752
013,Wyndham Championship,2012,29910,3,67,0,T41,0,752
013,Wyndham Championship,2012,06036,3,67,0,T49,0,752
013,Wyndham Championship,2012,21350,3,70,0,T53,0,752
013,Wyndham Championship,2012,26476,3,71,1,T53,0,752
013,Wyndham Championship,2012,20160,3,70,0,T65,0,752
013,Wyndham Championship,2012,28308,3,69,0,T61,0,752
013,Wyndham Championship,2012,01766,3,74,4,T73,0,752
013,Wyndham Championship,2012,01724,3,74,4,T73,0,752
013,Wyndham Championship,2012,21407,3,75,5,T69,0,752
013,Wyndham Championship,2012,12652,3,69,0,T61,0,752
013,Wyndham Championship,2012,01941,3,74,4,T71,0,752
013,Wyndham Championship,2012,29518,3,71,1,T61,0,752
013,Wyndham Championship,2012,20098,3,69,0,T53,0,752
013,Wyndham Championship,2012,36884,3,70,0,T65,0,752
013,Wyndham Championship,2012,27770,3,70,0,T65,0,752
013,Wyndham Championship,2012,30944,3,77,7,T71,0,752
013,Wyndham Championship,2012,27963,3,72,2,T69,0,752
013,Wyndham Championship,2012,25364,3,77,7,75,0,752
013,Wyndham Championship,2009,26596,3,70,0,T9,0,752
013,Wyndham Championship,2009,24507,3,66,0,T17,0,752
013,Wyndham Championship,2009,26679,3,66,0,T4,0,752
013,Wyndham Championship,2009,21209,3,64,0,T1,0,752
013,Wyndham Championship,2009,06197,3,65,0,T4,0,752
013,Wyndham Championship,2009,01226,3,67,0,T9,0,752
013,Wyndham Championship,2009,22405,3,65,0,T4,0,752
013,Wyndham Championship,2009,27649,3,65,0,T4,0,752
013,Wyndham Championship,2009,06595,3,64,0,T13,0,752
013,Wyndham Championship,2009,24924,3,66,0,3,0,752
013,Wyndham Championship,2009,28158,3,63,0,T4,0,752
013,Wyndham Championship,2009,26476,3,68,0,T9,0,752
013,Wyndham Championship,2009,08931,3,66,0,T9,0,752
013,Wyndham Championship,2009,21961,3,71,1,T64,0,752
013,Wyndham Championship,2009,01724,3,71,1,T13,0,752
013,Wyndham Championship,2009,20127,3,66,0,T1,0,752
013,Wyndham Championship,2009,22961,3,65,0,T27,0,752
013,Wyndham Championship,2009,10585,3,68,0,T27,0,752
013,Wyndham Championship,2009,24980,3,64,0,T17,0,752
013,Wyndham Championship,2009,21731,3,70,0,T64,0,752
013,Wyndham Championship,2009,26851,3,70,0,T17,0,752
013,Wyndham Championship,2009,23800,3,67,0,T27,0,752
013,Wyndham Championship,2009,20686,3,68,0,T15,0,752
013,Wyndham Championship,2009,24925,3,67,0,T27,0,752
013,Wyndham Championship,2009,20104,3,71,1,T41,0,752
013,Wyndham Championship,2009,25900,3,67,0,T15,0,752
013,Wyndham Championship,2009,01473,3,66,0,T41,0,752
